Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Proportion of cases treated with CIP, TET, or CRO (average incidence after epidemic warm-up)",Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,100,1709232599,6.859441041946411,0.06748319819902134,0.9997073759182742,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,101,1145660267,7.300299644470215,0.062273547089719,0.9938244279137948,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,102,2080398871,7.031317472457886,0.07049469757098877,0.9536762195087772,23.0,1.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,103,921555830,5.923240661621094,0.06984335788549602,0.7569957136913089,18.0,6.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,104,1696311714,6.468811750411987,0.0715719858376958,0.715206084764628,17.0,7.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,105,1847092057,7.220127582550049,0.05545792253143049,0.9995917523896769,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,106,1449189605,6.28131103515625,0.06985959817618673,0.6763120493064301,16.0,8.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,107,1195091225,5.782613515853882,0.06544013407196655,0.5937385630118954,14.0,10.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,108,1483988216,7.60944938659668,0.05899780129464764,0.9957402101983674,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,109,45140219,6.527519226074219,0.07235819170621463,0.7940297729036213,19.0,5.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,110,1251823149,7.43757176399231,0.05240899126715732,0.9945881862284126,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,111,501616922,6.532620668411255,0.055115416563369275,0.8335549678128743,20.0,4.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,112,618662601,7.250070095062256,0.06009498562517778,0.9999558812479252,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,113,1318768269,6.9912354946136475,0.054573365211036916,0.9994310425175237,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,114,539278167,6.578189373016357,0.0636932373548988,0.9999982167855282,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,115,1546661699,6.735748052597046,0.06317775093125017,0.8745957956047318,21.0,3.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,116,869525086,6.359435319900513,0.05448383909723145,0.5957472962084025,14.0,10.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,117,1127389417,6.907624959945679,0.059786063990299294,0.9975586035986791,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,118,208660370,6.2813098430633545,0.054946928769342256,0.8359639485431366,20.0,4.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,119,1945037326,5.938865423202515,0.06857796053560442,0.636009504505977,15.0,9.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,120,420514926,6.578188896179199,0.06574249342544893,0.6361179231390167,15.0,9.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,121,1988717831,6.423245191574097,0.07510295721646557,0.6754830155297779,16.0,8.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,122,1265045594,6.765691518783569,0.05762604921331821,0.8758024976713772,21.0,3.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,123,557528785,6.532620906829834,0.06374598902819986,0.8756878535043416,21.0,3.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,124,61738016,7.454505681991577,0.06138154264482627,0.9985401639665153,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,125,1304696688,6.4004621505737305,0.060363800758683535,0.8332717448935107,20.0,4.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,126,1196383116,6.078184604644775,0.05828215580614313,0.6753741691478257,16.0,8.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,127,2119065329,6.313868761062622,0.07191533092002356,0.635337851826637,15.0,9.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,128,11993418,4.924629211425781,0.05306435677647988,0.5150286177684689,12.0,12.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,129,1598551130,3.748152017593384,0.07613556189488523,0.7541668102469476,18.0,6.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,130,899771096,5.391083478927612,0.0590641372417513,0.9150393888095342,22.0,2.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,131,1505973153,3.3784496784210205,0.07321941629056349,0.7159910404338851,17.0,7.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,132,491601191,6.250468015670776,0.06352078899579698,0.9992041028820622,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,133,1928384915,3.3628242015838623,0.05498301798316804,0.9155593486732372,22.0,2.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,134,1799331687,3.8910672664642334,0.07448309273138025,0.39738290587745084,9.0,15.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,135,15524053,3.5190720558166504,0.051504130126642116,0.9998083512147938,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,136,751489193,4.1566972732543945,0.06524311964804311,0.6766642441305306,16.0,8.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,137,156987350,3.1284470558166504,0.0594322840705547,0.6368108686800406,15.0,9.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,138,627893408,5.000454664230347,0.05607292087642461,0.8357672506577187,20.0,4.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,139,1207594076,3.5659515857696533,0.05329526570058737,0.6360569203219889,15.0,9.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,140,1408238763,5.6723363399505615,0.0624526809284433,0.9548626025539164,23.0,1.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,141,856879794,3.284698486328125,0.05889234804206447,0.7539478964969604,18.0,6.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,142,1813805924,4.1879472732543945,0.061608420375312285,0.7148697642183088,17.0,7.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,143,368909202,3.050321102142334,0.060500195791409174,0.5963436353430932,14.0,10.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,144,1497107255,4.875453948974609,0.06519311388365359,0.9949122809520041,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,145,1859839831,3.753453254699707,0.05599963741000673,0.8735460622090023,21.0,3.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,146,888645632,4.297322988510132,0.0595242733128451,0.7561284254502225,18.0,6.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,147,87373479,3.0971972942352295,0.0614873131101417,0.47524985736752157,11.0,13.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,148,569170968,4.750451564788818,0.05192009481152102,0.9967573031382382,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,149,1724266722,4.00345516204834,0.07223892494365287,0.9154564987582586,22.0,2.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,150,605342979,4.141068935394287,0.05385411710131182,0.6356036882628557,15.0,9.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,151,1613654456,4.065956115722656,0.06002944532903694,0.9980872631288326,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,152,1460959226,4.71920108795166,0.05457197868459973,0.9987825138465675,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,153,1679190915,3.4253246784210205,0.06983049996341725,0.7147338643538519,17.0,7.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,154,1341721941,4.359824180603027,0.05805443921842432,0.8764521003307335,21.0,3.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,155,192331256,3.8784549236297607,0.06450791376041613,0.9968920686474786,24.0,0.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,156,1228175278,4.500450849533081,0.06179941464739779,0.8724268660065206,21.0,3.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,157,28791503,2.769068717956543,0.05210657771701038,0.5146085066848364,12.0,12.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,158,1457430367,4.328573703765869,0.07694944704308591,0.8720542167001218,21.0,3.0
"(p=0.750, q=1.000, c=1.000)",0.75,1.0,1,159,2132410421,3.5503265857696533,0.06365814035787203,0.8373925936759079,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,0,1086712531,7.546947479248047,0.08407128547788278,0.9993185921921058,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,1,1984980876,7.532667636871338,0.08165806642562107,0.9998290105370571,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,2,1953654075,6.921942234039307,0.07337518897484735,0.7946977804284256,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,3,261253038,6.359437465667725,0.08100224622342557,0.5550789250878002,13.0,11.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,4,540090028,7.1250693798065186,0.08360211863347455,0.8344930926450718,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,5,869095512,7.626419305801392,0.06959243303488247,0.9149810589096695,22.0,2.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,6,2028400409,7.703199863433838,0.0801018575686126,0.9967206297435098,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,7,769024199,6.5482823848724365,0.07780477946129129,0.6751745481994327,16.0,8.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,8,745834900,7.140693426132202,0.07700182967658806,0.7524966341997802,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,9,1062619740,6.781321287155151,0.06877653179434025,0.7153630712366447,17.0,7.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,10,1859915496,8.140702486038208,0.07701304140428505,0.9541150742237376,23.0,1.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,11,1375364205,8.782679557800293,0.0668128455845821,0.9977194480147272,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,12,1663365764,6.625062465667725,0.06922435672292902,0.5949408165584213,14.0,10.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,13,1069973281,7.813920021057129,0.07271138142291032,0.9146845465101968,22.0,2.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,14,2032764502,7.2656943798065186,0.07193567049202707,0.9993250524051749,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,15,1738183207,7.93892240524292,0.06093751887365448,0.9993618189417011,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,16,1708487345,7.765699625015259,0.07994135826283422,0.833251877121248,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,17,2050502706,8.06392240524292,0.06523304391842358,0.9969725591551718,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,18,33973174,6.078182935714722,0.061037181518816166,0.5551257440075559,13.0,11.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,19,434685913,7.156320333480835,0.06498257481763665,0.9999962324628653,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,20,1812608689,7.109443664550781,0.06401453726827873,0.8353965420737844,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,21,2084052603,7.532668828964233,0.06782033306121099,0.9152469221373393,22.0,2.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,22,599999703,7.359445571899414,0.08599536776911763,0.8754794903580476,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,23,1398208754,8.204549312591553,0.06952858554368137,0.9532544673314578,23.0,1.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,24,98400669,7.875075817108154,0.07732353189272156,0.9987632335727991,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,25,1455834841,8.173299074172974,0.07767026280653153,0.9915449268916953,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,26,1785736058,6.5156872272491455,0.09004696008038848,0.6748086530577087,16.0,8.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,27,1170374427,6.20318603515625,0.07142934409055311,0.6361939686304557,15.0,9.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,28,1493653684,7.7031989097595215,0.07497663956498411,0.9984126695984921,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,29,1466704085,6.751412630081177,0.07087758573778212,0.7963742649930278,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,30,258864802,7.109443426132202,0.0746170452686396,0.9998550247597154,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,31,1650233440,6.671945095062256,0.06687368012570936,0.7162659102521753,17.0,7.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,32,1950053854,6.203184604644775,0.08253820755945432,0.6357659350748994,15.0,9.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,33,231562851,7.4375786781311035,0.06621006658454434,0.999755161395122,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,34,511233635,7.5938239097595215,0.06464504726385402,0.8757745773162299,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,35,699550030,7.860795736312866,0.059298871096919274,0.8745317859130479,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,36,864944866,8.062578678131104,0.07178738155214123,0.9962272130103201,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,37,2087744588,6.345158815383911,0.07739945727332272,0.5951710255338498,14.0,10.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,38,668178838,6.765690088272095,0.100804377842514,0.7551843880600417,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,39,1978367492,8.126423835754395,0.06636932177975852,0.9980254701477521,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,40,9155489,8.000077962875366,0.08188279170553808,0.8337484460639736,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,41,1104341091,6.673283815383911,0.06493608560231447,0.5563135604735939,13.0,11.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,42,591449774,6.984442472457886,0.0620851392239459,0.7541056232955716,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,43,511055152,6.093810319900513,0.07417401765719743,0.59403100816362,14.0,10.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,44,1509200690,8.265706062316895,0.06625713278005983,0.997409496646838,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,45,236539590,7.876424074172974,0.08474661092564945,0.9959506277140727,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,46,1265300326,7.500073432922363,0.06309654637732516,0.9954069117946852,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,47,1493969396,7.688923358917236,0.07300636014480003,0.834830001938176,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,48,1490049239,7.109456777572632,0.0728638205559454,0.7552137232821233,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,49,1031018765,8.282662630081177,0.08153188074085044,0.9947264210496773,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,50,1011506854,6.937567472457886,0.0734048578066291,0.7549766077175708,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,51,1712498177,8.688928842544556,0.08235761328886522,0.9959494447832047,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,52,1640771411,7.687574625015259,0.08088119152539416,0.9937932687524704,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,53,1226839433,5.890687465667725,0.08215628376349407,0.4365748776765305,10.0,14.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,54,322196933,7.937577724456787,0.06219611830159975,0.9987075094972359,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,55,1299191502,7.970179080963135,0.0810752043938996,0.9996476143069034,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,56,2130447669,6.609440326690674,0.07831707307861026,0.5960181436872563,14.0,10.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,57,30578059,8.048298358917236,0.08038801732201688,0.9969028165883773,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,58,1373593898,7.218820810317993,0.07155292767329374,0.7938025198068925,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,59,289568835,6.907661199569702,0.07368263650109877,0.7552240193168316,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,60,1041880507,7.640700101852417,0.06657351173719593,0.9946649521867004,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,61,1776145500,5.984435319900513,0.06248688686767344,0.5551376105688227,13.0,11.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,62,313735750,8.093828916549683,0.08141296572175644,0.994733875166699,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,63,424076738,7.4389166831970215,0.06791015322125057,0.9991751703252182,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,64,706973201,6.563907623291016,0.07052591484279044,0.6736333373563537,16.0,8.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,65,391356322,6.220165014266968,0.07049864467606397,0.675452050989778,16.0,8.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,66,1592087331,8.92330551147461,0.07463543644522237,0.9977509769391177,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,67,1527510874,6.360792636871338,0.0861789306077213,0.5970485182710881,14.0,10.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,68,441846862,8.079550504684448,0.06782906587468575,0.912175846883171,22.0,2.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,69,1181023661,6.720166444778442,0.08032642739683946,0.7554689570220057,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,70,392437986,7.3451642990112305,0.06702203507590558,0.7956152167097936,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,71,442463148,7.985807657241821,0.06050613462340552,0.9981473249142684,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,72,1235262303,7.548290967941284,0.0703324558151899,0.875204041430804,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,73,2089075418,7.485803127288818,0.06869014328959411,0.9147084077021027,22.0,2.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,74,1181940678,8.251423120498657,0.08043122309914086,0.9970034327261871,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,75,18479805,7.501428604125977,0.06945690995472877,0.9994837497983015,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,76,36293875,6.501405954360962,0.054586448666627464,0.6349739030556235,15.0,9.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,77,1646873834,8.251442432403564,0.06495271240156697,0.9955708999907548,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,78,1756250673,7.688917398452759,0.09827298680186859,0.9997883976487826,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,79,2127537053,6.485793113708496,0.08892511095775378,0.5939916990801091,14.0,10.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,80,1527938215,7.517041921615601,0.06301709766494563,0.8324656636409729,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,81,1987036835,7.126424074172974,0.07351501656636869,0.7549407268724085,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,82,742635166,5.6563050746917725,0.06739050322165514,0.43575181104137106,10.0,14.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,83,428387606,7.204549789428711,0.06264862915807613,0.8719195935927446,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,84,1057701318,7.234446048736572,0.06972587153343014,0.7946867505662257,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,85,620684410,6.798295736312866,0.07730666148297288,0.7154156325813551,17.0,7.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,86,169862576,7.312570810317993,0.06513357862114724,0.7952708249796252,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,87,636653741,7.157674789428711,0.08823492606851721,0.8764674627896416,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,88,1037358284,7.796951532363892,0.07171604485122947,0.9994402246200103,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,89,1365877958,6.673294544219971,0.08300757453346394,0.7166861311309697,17.0,7.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,90,1847268245,6.578188419342041,0.0774909507181224,0.6752745286393858,16.0,8.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,91,1787134341,6.235790967941284,0.07982181724054924,0.636574589526331,15.0,9.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,92,518286560,7.828201532363892,0.09391929458980117,0.9978310402277635,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,93,647752748,7.188925266265869,0.07806444144812107,0.7954430062532222,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,94,2044735716,6.734439849853516,0.07016745757805146,0.5950062086748615,14.0,10.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,95,1417899697,8.157686710357666,0.0641487013163599,0.873400712627273,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,96,96328185,7.468823432922363,0.07848373215593267,0.9555439029565139,23.0,1.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,97,846962187,8.157684326171875,0.05887808684857678,0.9937172125669848,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,98,971748365,7.000068187713623,0.08539519089841564,0.7947661014727595,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,99,993246198,7.860806465148926,0.0634652588966293,0.9990302267078457,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,100,1709232599,7.437573194503784,0.0840349315158175,0.999773014642574,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,101,1145660267,8.501437902450562,0.076916529052738,0.9963846188865982,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,102,2080398871,8.03132700920105,0.07954772653736089,0.9546564499958246,23.0,1.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,103,921555830,6.860797643661499,0.099891487030843,0.8359334598933887,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,104,1696311714,7.656325340270996,0.09905132360450697,0.7550835596184919,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,105,1847092057,8.0014328956604,0.06500465018035795,0.9993669013539735,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,106,1449189605,7.531324148178101,0.07702343975241722,0.7150036595025131,17.0,7.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,107,1195091225,6.267040729522705,0.07194511509804227,0.5560571027406785,13.0,11.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,108,1483988216,8.343831777572632,0.06915311930260709,0.9961992852849447,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,109,45140219,7.3295512199401855,0.08208773411334304,0.7936207179254464,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,110,1251823149,8.062578678131104,0.06095851305307696,0.9950208286127156,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,111,501616922,7.563929080963135,0.061681296644790884,0.8725349218309675,21.0,3.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,112,618662601,7.484447956085205,0.06923522578924113,0.9999535589465459,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,113,1318768269,8.095183372497559,0.06614167232763889,0.9996230714335784,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,114,539278167,8.015703201293945,0.07172217405075072,0.9997759699190722,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,115,1546661699,7.517052888870239,0.07706793904099624,0.8344375688328715,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,116,869525086,6.609440088272095,0.06499970179849679,0.5173063812202114,12.0,12.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,117,1127389417,7.923307418823242,0.06857456341269125,0.9976502569122577,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,118,208660370,8.046953439712524,0.07287032703170172,0.9997977153941132,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,119,1945037326,6.517043352127075,0.08050049361519669,0.6367730902360924,15.0,9.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,120,420514926,6.9375669956207275,0.07563792614797764,0.6749790321069078,16.0,8.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,121,1988717831,6.954547643661499,0.08954911573002498,0.7153777795075567,17.0,7.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,122,1265045594,8.142058849334717,0.07514262646450116,0.9948322941895968,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,123,557528785,7.328197717666626,0.0731428666392614,0.9551044114166929,23.0,1.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,124,61738016,8.126433372497559,0.0664091189077869,0.9972919626501792,24.0,0.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,125,1304696688,7.203196287155151,0.06724165042176083,0.9119201648571759,22.0,2.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,126,1196383116,6.937568187713623,0.07782018665830695,0.7157301032109448,17.0,7.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,127,2119065329,6.657672882080078,0.08052160441036053,0.6756529218734763,16.0,8.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,128,11993418,5.859431505203247,0.059245945160995364,0.5550663545082017,13.0,11.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,129,1598551130,3.860722303390503,0.08615615074750912,0.7540946728387368,18.0,6.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,130,899771096,5.656304836273193,0.07618644104072682,0.836639843760384,20.0,4.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,131,1505973153,4.1732258796691895,0.10245156006497268,0.7949484443539907,19.0,5.0
"(p=0.500, q=0.950, c=1.000)",0.5,0.95,1,132,491601191,6.45318865776062,0.07805302274144213,0.9991068690815585,24.0,0.0
