Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,2,574269003,6.732476711273193,0.09572334583957103,0.5535421697722114,0.10322808713748223,0.8564571532449492,0.8831505223762754,0.5008130392761083,0.026505051638717143,0.35583243146145,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,3,1306270088,6.910581350326538,0.09322494050808283,0.5052681242063756,0.10134901487764685,0.8437117290238797,0.8717488383211986,0.45789530290971525,0.026892667332130832,0.3869608680793526,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,4,1238154541,6.879333019256592,0.09564376108700738,0.607834973656791,0.16805719140119785,0.8935320975577342,0.914711089027998,0.5377641243816321,0.0435523934180384,0.3333945712283276,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,5,32646995,6.794978618621826,0.08196546208260382,0.7405335512451497,0.17083143262328526,0.974283422209099,0.9812269544369401,0.6566924376082147,0.043704427858842286,0.2808300889698829,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,6,1220271111,6.87934422492981,0.12454947835244294,0.38543036185859336,0.08485852071786955,0.7998999298956592,0.8261092287818039,0.3414552968706213,0.022224337439808436,0.4624295944713741,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,7,963240097,6.910591125488281,0.08441044667776211,0.5952393468282753,0.09935919066407477,0.9201712183298518,0.9367946265824016,0.5372943927238171,0.02516488567337614,0.3743353481852083,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,8,1521599456,6.816842317581177,0.1076164754705891,0.6329234206951624,0.13136238330020317,0.8432652464425222,0.8721419638554073,0.5767929165662445,0.03448366087842418,0.26086538641073853,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,9,937759813,6.660580635070801,0.09005324497360523,0.6933015479377858,0.14002174872899498,0.8989556129469292,0.9195919022909125,0.627294734005555,0.03606448076692953,0.2562326875184279,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,10,865822978,6.95748233795166,0.11009972663305419,0.7203905000045683,0.13411198908367195,0.807804706545257,0.8365849499126164,0.6631732879010636,0.03472334134154998,0.13868832067000325,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,11,227302066,6.854517936706543,0.07781644988844241,0.4660705697660725,0.1010764228169556,0.9266690259365957,0.9423489738205802,0.4112022793478976,0.02574857256525308,0.5053981219074292,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,12,947449799,6.801267623901367,0.08022889067218245,0.5748560159449194,0.1052524039827954,0.8541473627567343,0.8830617031028214,0.5249374449629571,0.026998979301587935,0.3311252788382763,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,13,1782950357,6.569789409637451,0.06995912337394306,0.6944931975068223,0.16904320480931467,0.9798906310064066,0.985657652857734,0.612858642632623,0.04313678344977334,0.3296622267753376,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,14,1437994672,6.848663091659546,0.08986966003912303,0.5687518185194778,0.11059053143247995,0.7964667130921445,0.826128376945042,0.5196618037234424,0.028843958490522598,0.2776226147310773,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,15,1562885644,6.824911832809448,0.0729037126480162,0.46115409818805486,0.12202047702078112,0.8834295024955747,0.9065407911410888,0.40852617344623465,0.03546707433955716,0.4625475433552969,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,0,625657653,6.921766757965088,0.11421847788888012,0.5200106442387447,0.13987292659741177,0.7934129827329027,0.8219443076609975,0.4666432774766959,0.038017570526796246,0.31728345965750526,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,1,1698271443,6.694000482559204,0.09674583383003607,0.6507390221432924,0.1350743988047331,0.9020741781467622,0.9222039568130512,0.5916673842520349,0.035205901432894426,0.29533067112812184,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,2,574269003,6.731671333312988,0.08998444388153465,0.5666797650188165,0.11281091542903514,0.8540807866039283,0.8808609651331752,0.5149635915180065,0.02896803824264631,0.3369293353725223,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,3,1306270088,6.9267418384552,0.08827062882565267,0.5171227711136062,0.10839333828503456,0.8401559552169813,0.8683824196607725,0.4711684029067289,0.028931379471270054,0.3682826372827732,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,4,1238154541,6.693671941757202,0.09066005659353536,0.6268348667030419,0.183373773470363,0.8985617309233586,0.9190852132060984,0.555805594739141,0.04746592521323616,0.3158136932537215,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,5,32646995,6.614001750946045,0.08568519054156733,0.7089528050303332,0.17279755358045104,0.9180283032581095,0.9355355038828548,0.6376371119812043,0.04477653934694721,0.2531218525547034,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,6,1220271111,6.771836996078491,0.12414190994847624,0.3944684926922648,0.09249888682373016,0.7801077382602173,0.8067137454151806,0.3513273076395953,0.024261830034281857,0.4311246077413033,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,7,963240097,6.849368572235107,0.08132507932734954,0.6008952658250484,0.10467236262886485,0.907678962636958,0.9261206128741383,0.5465922101436378,0.026613701649408975,0.3529147010810915,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,8,1521599456,6.8757383823394775,0.10964293195016761,0.6287625311399742,0.1392416492926541,0.8205120644409689,0.8508177642623039,0.5757996867402057,0.03676500186093801,0.23825307566116025,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,9,937759813,6.687487602233887,0.07788406580648666,0.7356905618243422,0.15998683870807182,0.9367221926014047,0.9518957592090534,0.6642467406358099,0.04106236054596824,0.24658665802727522,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,10,865822978,6.6844868659973145,0.10429130853112353,0.7278993975724614,0.1440526768919862,0.8116525159159693,0.8400306051497141,0.6724506584655172,0.03724647961147277,0.1303334670727242,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,11,227302066,6.663868427276611,0.07412205052993896,0.4769569519490247,0.10887893212961947,0.9100868647370821,0.928140800551154,0.42366410026512524,0.02778055137685357,0.4766961489091754,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,12,947449799,6.854610204696655,0.08224935132187244,0.5688346005232068,0.10916404307046142,0.8222325990924766,0.8535776439585229,0.5235156938287521,0.028010747175921658,0.30205120295384946,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,13,1782950357,6.7594895362854,0.06879478503503329,0.6929760913345764,0.17862149752762715,0.9556644174051186,0.967096125745003,0.616605813750476,0.04575414376506094,0.30473616822946586,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,14,1437994672,6.758111953735352,0.09159485903467673,0.561361966410219,0.1143331196288668,0.7746116081813156,0.8051108401300602,0.515869776016027,0.02986851741022553,0.2593725467038073,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.5,0.975,1.0,15,1562885644,6.901031017303467,0.07092361308253425,0.4640137921076085,0.12848331584527373,0.8647482042563744,0.889737226508425,0.41317316138742577,0.03736045549887799,0.4392036096221215,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,0,625657653,7.1612913608551025,0.1117393061307855,0.5251195281866796,0.14746640917459575,0.7818820822229285,0.8106909996740077,0.4733092387984095,0.04017888842589411,0.29720287244970434,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,1,1698271443,7.081291913986206,0.09246745305052943,0.6597183144928157,0.14551225771250026,0.8996473166296939,0.9201414818985792,0.6025032273363364,0.038069243399604796,0.2795690111626381,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,2,574269003,6.93691873550415,0.08964738913253001,0.5683788525879525,0.11787502203191108,0.8345100338735254,0.8626912190642103,0.5198268646847684,0.03033287172580423,0.31253148265363756,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,3,1306270088,7.1990697383880615,0.08125313691603181,0.5349676914913608,0.11838452963632008,0.8461390634404323,0.8737177095009848,0.4894174804353111,0.03152013078348805,0.3527800982821855,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,4,1238154541,7.152193546295166,0.08813508059983464,0.6341107989910287,0.18851244392395433,0.8892159054851674,0.9110030892571985,0.5660384002959661,0.04875186143670642,0.2962128275245259,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,5,32646995,6.794170141220093,0.07468072604468266,0.7612879781853016,0.19743355649864477,0.966644614680283,0.9754183226025726,0.6806013723327351,0.050564935989265536,0.24425201428057164,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,6,1220271111,6.941920757293701,0.11528812162419017,0.4126915015554539,0.10130660476819826,0.787331463879195,0.8135063628567609,0.3695965664098933,0.02656377806260716,0.4173460183842605,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,7,963240097,7.088695526123047,0.07694496646690163,0.6179924144836736,0.11406589177553124,0.907877940911788,0.9264139814091434,0.5650939686838875,0.02907039542914661,0.3322496172961094,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,8,1521599456,7.092392206192017,0.10868458069866559,0.6286466310643098,0.1479949947682174,0.8073160584090472,0.8379740677455138,0.5776972768557485,0.039034626868491754,0.2212421640212735,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,9,937759813,6.840446472167969,0.08247412562484273,0.704664704638579,0.15947122542433043,0.8830002325330554,0.905226931454903,0.6437708691985766,0.04110840864379858,0.22034765361252762,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,10,865822978,6.9103920459747314,0.0982647479517623,0.7392631993091605,0.1561700722671318,0.8197920628663744,0.8476318940484966,0.6847009777865779,0.04036359626853567,0.12256731999338304,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,11,227302066,6.834325551986694,0.06949893298538122,0.4920418288643106,0.11937428304699708,0.9048366291033868,0.9235216272036749,0.4389457378599912,0.0304566706549904,0.4541192186886931,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,12,947449799,7.814145565032959,0.07254272725281229,0.5929054614695365,0.11716100152738206,0.8451585831286512,0.8747656241652426,0.5474628729726309,0.03006128203076064,0.2972414691618512,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,13,1782950357,7.633270978927612,0.06503822896371025,0.7149857647598707,0.20064245621271135,0.9617769694243254,0.9719616570356397,0.6356826959396775,0.05126729454715185,0.28501166654881044,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,14,1437994672,7.839838743209839,0.09008140397733193,0.5634531158560913,0.11882895729066842,0.7632625259609491,0.7940199055604475,0.5207811034212946,0.03103210524268363,0.24220669689646912,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.5,1.0,1.0,15,1562885644,7.56359601020813,0.06385585666990744,0.4854303811369145,0.14364964757797047,0.8760515527614497,0.8999657159776501,0.433575388350761,0.04192034019317807,0.4244699874337112,24.0,0.0
