Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP/TET-NS (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,15,1675522530,3.423352003097534,0.0797718014060146,0.7551102214206077,0.15893852379884327,0.9434690727114922,0.8088696986534619,0.4358216606112096,0.0,0.0,0.4358216606112096,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,16,786265154,3.605837106704712,0.05437478767982558,0.7522881388784506,0.12670299426588486,0.9476021460284889,0.8453449592187735,0.47495284976791746,0.0,0.0,0.47495284976791746,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,17,2145820292,3.5623106956481934,0.0703414194981481,0.8137375260820214,0.23742716385998072,0.9504038413790419,0.7244191235251866,0.6329331859685362,0.0,0.0,0.6329331859685362,15.0,9.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,18,412092080,3.686811685562134,0.07101189734069725,0.7779286419353245,0.15805098307100576,0.9694917998254582,0.8356529550211762,0.5951172385766305,0.0,0.0,0.5951172385766305,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,19,2002268362,3.436349391937256,0.06292385592155682,0.7823644180790997,0.1445981479723021,0.9511834966618689,0.8242987441618166,0.47590649827061776,0.0,0.0,0.47590649827061776,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,20,188823919,3.6388275623321533,0.06901323975058268,0.8748004227720767,0.18553650307738803,0.9695367401375727,0.812802150258898,0.5960607377975828,0.0,0.0,0.5960607377975828,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,21,317817050,3.494331121444702,0.07920659844699257,0.6081408165969652,0.17207897584463672,0.9523251185872675,0.8119768848717771,0.43591454054268075,0.0,0.0,0.43591454054268075,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,22,1393278237,3.613835096359253,0.06851401088381491,0.7108816861108339,0.2179399730960111,0.9589499530561355,0.7656015672690992,0.43607415183041637,0.0,0.0,0.43607415183041637,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,23,1637539751,3.5493693351745605,0.0649800102482033,0.8378910830910287,0.2024373980564687,0.9509792848798527,0.7651891346474823,0.4753554158500198,0.0,0.0,0.4753554158500198,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,24,593586397,3.741795539855957,0.07369651972958989,0.7506077186137784,0.1453588102464472,0.9470765997738542,0.8176091273869212,0.4744326905930676,0.0,0.0,0.4744326905930676,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,25,1133977759,3.656506299972534,0.07109447577578613,0.6581133866899813,0.18997387175573216,0.9551969909577984,0.794528256827634,0.5149089409203242,0.0,0.0,0.5149089409203242,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,26,707841343,3.564850091934204,0.0758646540812452,0.7995713985063291,0.19468182314462584,0.9528427502630182,0.7886406327105763,0.5146890780353286,0.0,0.0,0.5146890780353286,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,27,585802385,3.5046064853668213,0.07264379265693367,0.6646816227933178,0.1343027004591625,0.9469754285584951,0.829806157270296,0.5936242599881311,0.0,0.0,0.5936242599881311,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,28,1705642419,3.605837106704712,0.05899313517936224,0.5838874828766726,0.18519795463508035,0.9557753144125671,0.7908881962043053,0.5541508888005778,0.0,0.0,0.5541508888005778,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,29,1875774644,3.4706175327301025,0.07967335103213684,0.5707271008539788,0.17712788316893657,0.9559622385142474,0.8143008999091257,0.4752626809105194,0.0,0.0,0.4752626809105194,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,30,1960497424,3.6088366508483887,0.07268336127398584,0.6655121110644215,0.21782652112256407,0.9649834883733408,0.7666668698916673,0.5148724578864462,0.0,0.0,0.5148724578864462,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,31,609630810,3.585848093032837,0.0506667069544437,0.6007060299820329,0.1254955892283627,0.9513829269320461,0.854368944288143,0.5139368621255719,0.0,0.0,0.5139368621255719,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,32,284694112,3.5858442783355713,0.07332042038137059,0.7598121644331712,0.2463688873009802,0.9610512975345874,0.7451299208616718,0.476108520994607,0.0,0.0,0.476108520994607,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,33,1040246634,3.5469648838043213,0.0730849659115059,0.8178187612655861,0.19629756895949035,0.9397799523097429,0.7866549169138723,0.5541009557547671,0.0,0.0,0.5541009557547671,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,34,307434695,3.6878116130828857,0.07019536693458515,0.7453619743199538,0.29255983686702713,0.9590801695131236,0.6989759504835618,0.4750965720336936,0.0,0.0,0.4750965720336936,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,35,88806557,3.6602530479431152,0.052030200292115136,0.7943567457618159,0.15625881830073304,0.9655054963939886,0.8248181445704623,0.5960731334796298,0.0,0.0,0.5960731334796298,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,36,1485092390,3.6288304328918457,0.06710487296472993,0.6302584891526667,0.16178427904227646,0.9612523843352274,0.8257568073302946,0.5154599961613647,0.0,0.0,0.5154599961613647,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,37,925074421,3.4650392532348633,0.06855288756156655,0.7340709137504879,0.18875370641605432,0.9506851725920116,0.7767083465966035,0.514416215168335,0.0,0.0,0.514416215168335,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,38,440818875,3.592841863632202,0.06605232173414702,0.7788346280673875,0.21889790143896687,0.9620412807784723,0.755370967736311,0.5558905661874141,0.0,0.0,0.5558905661874141,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,39,964264879,3.6490933895111084,0.06679742928011319,0.6088959870320534,0.14669699902734729,0.9510421748206366,0.8405732725601973,0.5529183325194562,0.0,0.0,0.5529183325194562,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,40,2071076345,3.5648508071899414,0.06505838867956631,0.5632628136181845,0.11953264808297785,0.95756662346164,0.8749562333334769,0.5563534248567188,0.0,0.0,0.5563534248567188,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,41,1228410786,3.447044610977173,0.07523830435083517,0.6000398730323367,0.19081704180958362,0.940654339911682,0.7963377457898693,0.4347631927211866,0.0,0.0,0.4347631927211866,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,42,1274968857,3.478877305984497,0.05838295516301514,0.8451402216276029,0.1475684851302537,0.964495956222033,0.8236103637585696,0.5168752974462205,0.0,0.0,0.5168752974462205,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,43,822550227,3.5650079250335693,0.05276862146085355,0.6920142567161232,0.12349422610488364,0.9681416531076014,0.8633832235245716,0.5558511108230987,0.0,0.0,0.5558511108230987,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,44,1762950628,3.5978400707244873,0.07579128716421399,0.6427426308914189,0.16270652775251634,0.9681902155293549,0.8214665278542589,0.5969486595418606,0.0,0.0,0.5969486595418606,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,45,829848767,3.325082778930664,0.05892929549088048,0.6075080647738901,0.1386283645342818,0.9361736417833905,0.8209508970353327,0.43500290320177504,0.0,0.0,0.43500290320177504,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,46,1206534333,3.5288610458374023,0.05279752414352866,0.6796056716724429,0.1039876535352728,0.9606263155398725,0.8653075094302064,0.5944907628235034,0.0,0.0,0.5944907628235034,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,47,391541795,3.449100971221924,0.07426409804261108,0.6462933659980382,0.2258564692801655,0.9484953356022683,0.7497093674731932,0.3561415607982765,0.0,0.0,0.3561415607982765,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,48,195200511,3.672089099884033,0.07968764887592068,0.6815399304021592,0.11949935064982392,0.9531342971647558,0.8592779294072441,0.5140384475900409,0.0,0.0,0.5140384475900409,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,49,745022002,3.4162166118621826,0.07177978184673903,0.8404627335480019,0.23462328996322096,0.9432276256432897,0.7506893126069969,0.4755863712304064,0.0,0.0,0.4755863712304064,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,50,1445192076,3.434779644012451,0.08402033309718221,0.7790733339754641,0.18957224808056147,0.9487326691348129,0.7917944292190835,0.3568671138686758,0.0,0.0,0.3568671138686758,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,51,1560426063,3.530292510986328,0.07130471786056077,0.6061861721269133,0.12672500139736959,0.9441689717971389,0.8265694458213854,0.5946116319472501,0.0,0.0,0.5946116319472501,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,52,443904401,3.5157532691955566,0.08107227069645156,0.8232799797024417,0.17277798849275317,0.9546045560385247,0.8067876380482416,0.3968547776708969,0.0,0.0,0.3968547776708969,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,53,479805406,3.6182096004486084,0.06798329078956375,0.5815011930199903,0.14728978290506015,0.9581255920059679,0.826290661743727,0.475920307670279,0.0,0.0,0.475920307670279,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,54,1949339909,3.7022864818573,0.049699768651037514,0.7343266818451311,0.17877737798150842,0.951521413147771,0.8028783154673382,0.5541325072578358,0.0,0.0,0.5541325072578358,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,55,1881968880,3.5110888481140137,0.06656229446939488,0.9074415215301067,0.1454486834294814,0.9505770941279006,0.8291770225029983,0.4356434622216237,0.0,0.0,0.4356434622216237,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,56,2013124419,3.5970466136932373,0.07797805726302981,0.6657269498323296,0.16032801641138794,0.9673356776302522,0.8299234171170481,0.555612846809685,0.0,0.0,0.555612846809685,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,57,525868732,3.554123640060425,0.0771498139783905,0.7916118090541121,0.173568108776948,0.9569440046559121,0.8031874982658229,0.5939158835105594,0.0,0.0,0.5939158835105594,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,58,2102773806,3.6270370483398438,0.07545187560458644,0.7464857992536483,0.13493071349549995,0.9557453676223137,0.8435868819023608,0.5147935186799141,0.0,0.0,0.5147935186799141,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,59,66118438,3.6430959701538086,0.06307580702802286,0.8056334228321488,0.14782772665135352,0.9575181756739211,0.8305020492958053,0.5562710034504623,0.0,0.0,0.5562710034504623,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,60,1111406759,3.590048313140869,0.07027024895974804,0.5941904723545687,0.156430962508236,0.9549485024810612,0.8079572230700964,0.55590740119398,0.0,0.0,0.55590740119398,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,61,1568317111,3.6610898971557617,0.07662307709048148,0.6224742043806999,0.14114213719553897,0.9507400683297494,0.844281064553482,0.4745917282614189,0.0,0.0,0.4745917282614189,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,62,1386965005,3.5520596504211426,0.052263155721317366,0.8197239227004326,0.15046893257751714,0.9551384947538348,0.8192989753685864,0.5155413424283402,0.0,0.0,0.5155413424283402,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,63,1805557375,3.6550915241241455,0.08076197423776516,0.8091497018854068,0.1457385558439452,0.9532407490898801,0.8282636167056454,0.47509888861231586,0.0,0.0,0.47509888861231586,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,64,560840150,3.634542465209961,0.057712513977070855,0.6580816711614778,0.16990669187290705,0.9684094330530086,0.8180302911970877,0.5566940291122141,0.0,0.0,0.5566940291122141,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,65,916380275,3.6078543663024902,0.06092750085287782,0.7821368862144662,0.15257686802454928,0.9657064643371004,0.8357499492409128,0.5553018873271709,0.0,0.0,0.5553018873271709,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,66,1260736516,3.790588140487671,0.062014806837195485,0.7654808036216516,0.12164164067032253,0.9504183559129102,0.8515093359429797,0.5537311155491943,0.0,0.0,0.5537311155491943,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,67,1727995112,3.5167882442474365,0.07013394965956113,0.6957908156322001,0.1476539585104068,0.9586905052522576,0.8363336957110888,0.5552507353831942,0.0,0.0,0.5552507353831942,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,68,82744573,3.6415886878967285,0.07418620327089988,0.7034100500317021,0.17149526243280977,0.9670917341686385,0.8100626932453477,0.5960766960327966,0.0,0.0,0.5960766960327966,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,69,1195804508,3.6597893238067627,0.07606060360802223,0.7641508676553295,0.1950947177307971,0.9628562630893078,0.7903417774951604,0.5954067700699193,0.0,0.0,0.5954067700699193,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,70,1426952711,3.433558940887451,0.08115720740237543,0.6653964723196623,0.22346344061775816,0.9375628948125306,0.7564375059965233,0.39567959815399695,0.0,0.0,0.39567959815399695,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,71,1359219260,3.4979336261749268,0.05920595528143241,0.8192226248403144,0.16769866905433098,0.9661060939541924,0.8278030554182939,0.5559075289658164,0.0,0.0,0.5559075289658164,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,72,680813673,3.5466184616088867,0.06406224749320999,0.6630584505684785,0.14332226802465145,0.9684782939140879,0.8472485452554004,0.5158725081535614,0.0,0.0,0.5158725081535614,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,73,726126643,3.523831844329834,0.06835290725771713,0.7389307338729157,0.134480699738034,0.9621274620440033,0.8436014127991013,0.5960301541340999,0.0,0.0,0.5960301541340999,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,74,631998362,3.5206265449523926,0.07350251129532535,0.871825229305069,0.20161272803064584,0.95610245889128,0.7646465864904907,0.39719531897223803,0.0,0.0,0.39719531897223803,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,75,1306200992,3.4308602809906006,0.05465765443482993,0.6316885337130718,0.14116395379568641,0.9560241657644183,0.8362648931911738,0.5556529757405101,0.0,0.0,0.5556529757405101,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,76,1934272762,3.6106443405151367,0.06500552787829439,0.5647750421547442,0.18997474392265812,0.9493599598342012,0.7959661878419447,0.4754208938103951,0.0,0.0,0.4754208938103951,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,77,1139304855,3.425816059112549,0.056198204625705524,0.6164215258894319,0.14759876716762832,0.9367426122046989,0.8206748054539923,0.4750055967097038,0.0,0.0,0.4750055967097038,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,78,293014278,3.5646584033966064,0.059015218492493214,0.816103425304131,0.1854904096498192,0.9648972033476114,0.7969907757743525,0.5560670399594119,0.0,0.0,0.5560670399594119,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,79,1731592534,3.38382887840271,0.05891719121110665,0.7741805818994955,0.19034283861620074,0.9546866720260138,0.7941463008059135,0.396429850479798,0.0,0.0,0.396429850479798,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,80,1377426521,3.554661273956299,0.06643119468186956,0.8715994637586086,0.22396786883217448,0.9656178562875245,0.7821520810401457,0.4361689808540528,0.0,0.0,0.4361689808540528,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,81,133355962,3.5407800674438477,0.07911407181497437,0.8098827932090128,0.13589923673187904,0.9669304563065997,0.8531284094729734,0.5963258344060522,0.0,0.0,0.5963258344060522,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,82,1430853872,3.697617769241333,0.06266284374018209,0.7926588914767236,0.16437051112815942,0.9544528914080889,0.8099763106780477,0.593420990123184,0.0,0.0,0.593420990123184,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,83,659406767,3.642749547958374,0.07229316291987957,0.7609896521846832,0.16505221929427982,0.9583185395317938,0.822348668252438,0.6329479842246541,0.0,0.0,0.6329479842246541,15.0,9.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,84,1559380275,3.4856832027435303,0.07790587883537824,0.84057711156325,0.13679389753753332,0.9331310134848632,0.8124301848923582,0.43537548920724545,0.0,0.0,0.43537548920724545,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,85,201255546,3.6087591648101807,0.07111239872120845,0.7882089913070311,0.13149196773457503,0.9611650692086785,0.8458783488844189,0.5941210865137048,0.0,0.0,0.5941210865137048,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,86,498351581,3.610651731491089,0.05612434044954539,0.8069930319836754,0.1588385899721384,0.9631383319441834,0.8168599870547459,0.5159553284505294,0.0,0.0,0.5159553284505294,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,87,1029523876,3.578655481338501,0.05632549933911859,0.7199675605901177,0.16958958019009013,0.9542328129046938,0.8073986437213825,0.5153135465996139,0.0,0.0,0.5153135465996139,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,88,1856718431,3.624528169631958,0.06398138704701206,0.7548475583502606,0.15912248765641454,0.9614798066363958,0.8224471170547222,0.47529698132892073,0.0,0.0,0.47529698132892073,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,89,720082184,3.5276713371276855,0.0707098774658053,0.7558259300149277,0.2790470539247975,0.9447988710886751,0.6842195603600402,0.5940042370771184,0.0,0.0,0.5940042370771184,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,90,925242917,3.471522331237793,0.05971973665032183,0.7386766792657486,0.18735781500243318,0.9464179713459253,0.7826443952840322,0.4749975491379061,0.0,0.0,0.4749975491379061,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,91,1819113397,3.558661699295044,0.06936101928655092,0.695011868554788,0.12571139947477186,0.9595049879476848,0.8597080727932862,0.5554346865409401,0.0,0.0,0.5554346865409401,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,92,308232787,3.493515729904175,0.06553598824517733,0.617513261789306,0.1867531115898562,0.9422706600359771,0.7883843946341496,0.4738263102103754,0.0,0.0,0.4738263102103754,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,93,1789003052,3.5356688499450684,0.06854644295632273,0.7619858646533126,0.12288116355229178,0.9629889662197277,0.8502317206214609,0.5957283490201271,0.0,0.0,0.5957283490201271,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,94,768887439,3.5683836936950684,0.06701177752010387,0.7406538000625613,0.18287906611545585,0.961867297588924,0.8119091224559688,0.5958320551649996,0.0,0.0,0.5958320551649996,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,95,952469479,3.4645323753356934,0.0771765390605286,0.8317016762758683,0.27047678908167005,0.9423650568648028,0.696504435047496,0.4761592608519634,0.0,0.0,0.4761592608519634,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,96,1025495697,3.7773051261901855,0.0667831678824702,0.7115534111452735,0.13092235798342272,0.9647793142511202,0.8475657211757042,0.5951317250104668,0.0,0.0,0.5951317250104668,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,97,1750347194,3.6363892555236816,0.06658231893270775,0.743543519927075,0.20288361952134223,0.9583492106479258,0.7605125176873693,0.47741987085369414,0.0,0.0,0.47741987085369414,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,98,246647841,3.697284460067749,0.05661876869986713,0.6986681120474536,0.14152863452856115,0.9538508046420336,0.8387474392083831,0.514303120055887,0.0,0.0,0.514303120055887,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,99,947388887,3.4644384384155273,0.07656746400736633,0.5683916278380097,0.15669216615061798,0.9497955652289329,0.8172559944216543,0.43591871495662227,0.0,0.0,0.43591871495662227,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,100,491653253,3.716278553009033,0.06555945495673651,0.5877578126123932,0.1368584464492716,0.9553774881836691,0.8522921844521837,0.5143871630284367,0.0,0.0,0.5143871630284367,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,101,831233102,3.6033949851989746,0.05385870221496787,0.637671841464278,0.13356098646647044,0.9556022152890183,0.8408547514736582,0.47550750224571026,0.0,0.0,0.47550750224571026,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,102,744800806,3.4730794429779053,0.07397756870100157,0.7477514553075524,0.16390930467235468,0.9636167782150573,0.8144755927260181,0.5151156044318215,0.0,0.0,0.5151156044318215,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,103,1934486275,3.520421266555786,0.06939455492707822,0.7023271949937754,0.15362246271471583,0.947936151128998,0.8157785756931487,0.5920451888873067,0.0,0.0,0.5920451888873067,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,104,1121720901,3.551100730895996,0.05569942928764661,0.6902223566425083,0.1568083583296169,0.9532711592202117,0.8353285838915037,0.6340203049461496,0.0,0.0,0.6340203049461496,15.0,9.0
