Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,141,828251148,3.0001277923583984,0.058321743103431016,0.7288968883158459,0.22560753172015255,0.9553851708947041,0.49569871182551783,0.2953951676993625,0.048558838900885706,0.15174470522526973,14.0,15.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,142,1821684118,4.203304052352905,0.0656490142420644,0.5335667188239432,0.2142543794832565,0.9509149179624786,0.4620534877823687,0.2045170150457782,0.04068523014885243,0.21685124258773808,13.0,16.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,143,1103522485,2.9703025817871094,0.0757100391220708,0.696803977514309,0.16114260760667612,0.9568894048204071,0.5304646577216903,0.32357427755472823,0.03800012440033881,0.16889025576662328,15.0,14.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,144,1179664583,3.547027111053467,0.054620785603258795,0.5905758188287195,0.14436595453621998,0.967323961209505,0.4974114138224611,0.2611415048952714,0.032023158822174,0.20424675010501578,14.0,15.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,145,172854300,2.875121831893921,0.08336874041404205,0.7038543740209143,0.12741941626224992,0.9630144425528153,0.5305631445483229,0.324759326215203,0.033110525114528166,0.1726932932185918,15.0,14.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,146,2110358319,4.047047853469849,0.06537194950057008,0.811191859736504,0.1381424022149438,0.9563015602294235,0.5293327869730716,0.37088008972947145,0.03467364185088739,0.12377905539271288,15.0,14.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,147,833045232,3.298441171646118,0.06776076270799597,0.8042661355370472,0.20883694653480978,0.9624267580552173,0.5310796002001599,0.3601674493248288,0.053934402172216026,0.11697774870311509,15.0,14.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,148,69305102,3.8907909393310547,0.06313389037897704,0.7963781906295572,0.18464300229964872,0.9639401014481329,0.5632885732065759,0.3771100870987531,0.04880372201012397,0.1373747640976988,16.0,13.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,149,2099058792,3.28281569480896,0.06087980711267515,0.6779521571872755,0.17614953555557186,0.9593052179011057,0.4955256573141389,0.2875033945204565,0.03967031327611275,0.16835194951756968,14.0,15.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,150,803582769,3.640780210494995,0.06033388038377175,0.7711155711674635,0.13028565557759503,0.9608018666438177,0.6296071071906333,0.43492116847969076,0.04101827525819202,0.15366766345275043,18.0,11.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,151,1653446499,3.4234466552734375,0.07791859994032614,0.8615672974252464,0.38935457591786854,0.961136856668562,0.4963012935847125,0.31972118844956776,0.07863547834390021,0.09794462679124445,14.0,15.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,152,1902408805,4.1408021450042725,0.08037155762078374,0.7382918322906206,0.19131856578757755,0.9799014094640488,0.7947373841960078,0.5024874891352835,0.07487314717909097,0.21737674788163333,23.0,6.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,153,351733400,3.204685926437378,0.062188333888009664,0.756753674381278,0.20030903050278376,0.9578841314562025,0.4634723908014532,0.28862030080550205,0.04244785581288843,0.1324042341830627,13.0,16.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,154,1259589446,4.312684535980225,0.05831278866536966,0.6763144585082639,0.19897646998028795,0.9683879919124346,0.597328223777678,0.3381410948196838,0.0551979822990554,0.2039891466589389,17.0,12.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,155,1654642800,2.9390509128570557,0.054088556943197634,0.7449868793247275,0.1710292101277777,0.9310532707223848,0.46146638845612664,0.2949620102045202,0.0346732278243382,0.13183115042726834,13.0,16.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,156,2087744588,3.4376461505889893,0.08188676423238464,0.7973689495404183,0.25881694827475094,0.9549357059825908,0.39752574172261973,0.24672857563491227,0.04079697571408005,0.11000019037362742,11.0,18.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,157,1937964776,3.0328052043914795,0.0801191873030298,0.6293122769899436,0.14338927908949256,0.9655366804321744,0.4644282667060245,0.24945153869276768,0.0312502459901917,0.18372648202306527,13.0,16.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,158,478818552,3.578277111053467,0.07109992150118774,0.7991788824148736,0.16628130685939865,0.9462854149336638,0.4296555298034571,0.2825712990125081,0.03172639683777818,0.11535783395317076,12.0,17.0
"(p=1.000, q=1.000, c=1.000)",1.0,1.0,1.0,159,1339482193,2.7515437602996826,0.08279365699668924,0.7836909473812147,0.16636944402583326,0.951615294699511,0.4297663108817772,0.2810361229317755,0.03416210487799593,0.11456808307200578,12.0,17.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,0,625657653,5.970385313034058,0.08407724116774988,0.5769997589736966,0.1568636805958117,0.9496581902689415,0.4954344613943612,0.2006014858160313,0.03626557401290111,0.25856740156542873,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,1,1698271443,6.410299062728882,0.09702675475397586,0.65967978036109,0.12722490944752055,0.9652941864365646,0.6290409596700971,0.28424421769963004,0.039431884850109705,0.3053648571203575,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,2,537762751,5.767251014709473,0.09304580810176404,0.5610381251967598,0.15876034472529796,0.9626416937784524,0.4632733874811529,0.17730020105951044,0.03383348710149924,0.2521396993201432,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,3,574269003,5.972348690032959,0.07967300040904086,0.579226386173397,0.10947612926985956,0.9591595717014509,0.5626321606294149,0.23490479733020814,0.029517885689018655,0.2982094776101883,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,4,1375843275,6.501655578613281,0.1006435960390161,0.499870177814452,0.12801210196235166,0.955936144177555,0.5622735646496114,0.20155598993213134,0.03562501074165021,0.3250925639758298,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,5,1306270088,6.739709138870239,0.07461592948727748,0.5359972558591349,0.10824193849827293,0.9502995502820881,0.5617288921681346,0.2166913583556705,0.03105990339349094,0.3139776304189731,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,6,1238154541,6.20477032661438,0.09070086883109153,0.6305980645308601,0.17550014078769705,0.9643809583806111,0.5951561893912894,0.2522598555150953,0.048126777254393203,0.294769556621801,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,7,230554038,6.3803205490112305,0.09153614595973848,0.4960430709504818,0.08284271904737298,0.9549125005401412,0.5622239128427255,0.205134612278452,0.023994462610055344,0.3330948379542181,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,8,1913423023,5.454738616943359,0.08921623663426163,0.5796117767712479,0.10306924962983836,0.9402892878243524,0.4295015242681969,0.1775410019578839,0.02136291759996461,0.23059760471034843,12.0,17.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,9,32646995,6.026263475418091,0.08662116882003022,0.7235791880020271,0.16028900818874034,0.9720626091533865,0.6302563148539461,0.29908670786889374,0.047458127716995736,0.28371147926805657,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,10,1220271111,5.970385313034058,0.0886220355331466,0.41681100281667416,0.09208981765589956,0.9668900275227085,0.530250298548334,0.16045515738016056,0.024750269059242522,0.3450448721089311,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,11,963240097,6.3003997802734375,0.08112522869907367,0.5939677280142848,0.09595897487365981,0.9686811283701561,0.6291862173179685,0.262742677271438,0.02965783775543483,0.3367857022910959,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,12,1521599456,6.142266511917114,0.08589565573662873,0.6898642623956963,0.1442609426334304,0.9467447237347087,0.5621316937742702,0.2679119494694008,0.039162089089772895,0.2550576552150965,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,13,937759813,6.442822456359863,0.08312897298482727,0.7201446199769825,0.14031188904434508,0.9674094376726903,0.6298200146383814,0.31058747102036327,0.043485812468718105,0.27574673114929993,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,14,865822978,5.986011028289795,0.07681978683258324,0.8711296631941018,0.160207928446956,0.964936106143189,0.5304813312988187,0.30301708717007664,0.03879135421032522,0.18867288991841685,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,15,947449799,6.239688873291016,0.0649556856666807,0.6186591354041228,0.11027407498837197,0.9604104077764151,0.5627530555046399,0.2440947151529685,0.03110417834388331,0.28755416200778794,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,16,1782950357,7.001679420471191,0.07495563218626479,0.6506010950004507,0.15089939548215078,0.9764629676775913,0.7303107077789945,0.32077623395919336,0.052221640030661355,0.35731283378914,21.0,8.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,17,1083503118,6.349068641662598,0.09521025813134137,0.5914691170480737,0.14652006513380939,0.9726967358584487,0.49708775361410407,0.1958418965970941,0.03226643739838596,0.26897941961862415,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,18,1437994672,5.907882452011108,0.060675379786366605,0.6626529523299787,0.1283794396064785,0.9464090865009896,0.4949046095853897,0.22428956248672538,0.03019466144111875,0.24042038565754562,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,19,1562885644,6.105933427810669,0.06468971194576191,0.4481810168418597,0.11955860067651615,0.9622696933643251,0.5959412935495495,0.19727331873753887,0.03831027884553782,0.3603576959664729,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,20,1709144406,5.704749584197998,0.09579377861998419,0.6297959536755499,0.12137641413897181,0.9664902695039548,0.496850992749331,0.21387888064332436,0.02703673576458881,0.25593537634141783,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,21,553549746,5.812313079833984,0.07032027510603478,0.6366708187651363,0.15858635313930636,0.9662350353771145,0.4641623446887496,0.19930133761474236,0.03467810435553834,0.23018290271846892,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,22,253942920,6.20477032661438,0.09537019324536546,0.752680795983947,0.10948248111275659,0.9721787297467437,0.5966122129324612,0.3061248435691099,0.0313268906187386,0.2591604787446128,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,23,145511905,6.630329608917236,0.08774260974713811,0.806889886925589,0.11966902708677847,0.9692265819180882,0.6290363270805056,0.3468505772759229,0.03697408361016547,0.24521166619441698,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,24,1041269999,6.032887935638428,0.0857838398574235,0.4234078113772617,0.11114154010990036,0.9485962254753445,0.5284823582444562,0.16512931407010661,0.028903282741345248,0.3344497614330045,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,25,1411144752,6.286565065383911,0.07254425144521605,0.7790637977916365,0.14552457441282957,0.9616836291613716,0.5962936308705583,0.30985360677920937,0.04131361356253887,0.24512641052881012,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,26,1509977740,6.439155578613281,0.0687912006219186,0.779472179652458,0.15808195212092796,0.9616725532219588,0.661246047133306,0.34365092850447915,0.05012661225259942,0.26746850637622754,19.0,10.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,27,483706708,6.083436489105225,0.08181762688023407,0.5314408184873172,0.08082365353462444,0.9603519613749696,0.5628495887230858,0.2165018578832427,0.023426346042450672,0.32292138479739246,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,28,531799215,6.329776048660278,0.07965654263643299,0.5193048422958805,0.11713093618677647,0.9694199193131066,0.696099501029362,0.2523372952842306,0.04037225623051381,0.40338994951461754,20.0,9.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,29,1136840914,6.25531792640686,0.06702049167035223,0.7167701780467103,0.16876921248727247,0.9530572189785218,0.5947005702396481,0.2869371568218194,0.048928899097807114,0.25883451432002175,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,30,1761654661,5.939135313034058,0.07256697827943254,0.42700768748315227,0.09960904445555865,0.9345140469932829,0.39567234141574087,0.13333786684551957,0.01893530401393404,0.24339917055628718,11.0,18.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,31,759719521,6.3646934032440186,0.07687539751955591,0.6245312698302795,0.11246004394636812,0.9538512977112941,0.4635159110193902,0.20198333692618267,0.024434355831808155,0.2370982182613995,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,32,1511148819,5.845381021499634,0.07468304671698515,0.7491691492263749,0.1403596865879345,0.9615886692842083,0.53047018751514,0.27045536639836204,0.03485937342597426,0.22515544769080367,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,33,1533092559,6.442823171615601,0.08031572329546173,0.6833858943216186,0.21011707847936892,0.9718808412243567,0.5958737297171106,0.2612162083958704,0.05570083058217144,0.2789566907390687,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,34,2007233909,5.595370054244995,0.08848080608167976,0.42507944707890666,0.08224426483514552,0.9609996300362738,0.463890103625132,0.1456914809340995,0.019589306922592826,0.2986093157684397,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,35,2017903790,5.826679706573486,0.06084876055377849,0.6259886884939471,0.10860658336954576,0.9433439217773532,0.528597657721105,0.2295900015772612,0.027370244839584373,0.27163741130425934,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,36,1623720875,5.736001491546631,0.059739441200139305,0.610635781149967,0.11562875262173794,0.959564849445859,0.5292846288293334,0.2229688200501662,0.029309483177590204,0.27700632560157695,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,37,822005099,6.677209377288818,0.09198081750254512,0.5554451610323823,0.09199904292183998,0.9769388355534543,0.6628329818955716,0.2584563952166548,0.03022592330549307,0.37415066337342384,19.0,10.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,38,1169621962,6.611038446426392,0.07994474099725558,0.7315815962180892,0.13867461599516295,0.9703700377716841,0.7613393849189499,0.3836713339433855,0.05183123995126335,0.3258368110243011,22.0,7.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,39,1315541580,5.55215859413147,0.09780042901923096,0.5761287377499672,0.12269281409917944,0.9360767567065995,0.39606093059730935,0.15355264321333914,0.02179169503583278,0.22071659234813742,11.0,18.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,40,1872156770,6.642290115356445,0.09094307456220227,0.649410904977016,0.14344266058420463,0.9710003145258671,0.6623543866698434,0.2881886155251762,0.04507606546686207,0.32908970567780516,19.0,10.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,41,1117348063,5.599037170410156,0.06173502788999301,0.6643548550125514,0.14935002147673676,0.9634277447180456,0.46408320466326686,0.19900668164959423,0.029157397451934092,0.23591912556173852,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,42,1785843434,5.939134836196899,0.09297532752642601,0.5806918091307893,0.1301260312107733,0.9385805334963032,0.396214877711236,0.16347950685667947,0.023957719800191856,0.2087776510543647,11.0,18.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,43,1971002345,6.270939350128174,0.06982035548327735,0.84510550331373,0.13507171583139307,0.9609099889377721,0.5296652560909019,0.2970758629044951,0.03370800503517588,0.19888138815123085,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,44,1963233104,6.236022710800171,0.08826322528462893,0.7335046150176615,0.14020471517481156,0.9662316520691797,0.6277869567787417,0.31277033017162276,0.04193075828481922,0.2730858683222999,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,45,45295357,5.5196754932403564,0.07766406951982313,0.5496449511552559,0.10884788279784748,0.9350413425690132,0.4627505240790594,0.17901393050282594,0.025157929815892786,0.2585786637603408,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,46,1818929957,6.032888650894165,0.06980735416892386,0.519200937098072,0.05917959909311385,0.9500754898729433,0.5291605902799518,0.2101547749622255,0.01645412878084198,0.3025516865368844,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,47,475318147,6.239689111709595,0.08796699347246908,0.6997293720087535,0.23267899849945398,0.9701539177401676,0.629207918363001,0.27801983773379724,0.06559273356795163,0.2855953470612523,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,48,1035259748,6.0172624588012695,0.09930199270532271,0.6293670938024004,0.13237605729515886,0.9649910489317374,0.597077395928611,0.2612107008236415,0.03904970489969321,0.29681699020527624,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,49,2088888902,5.875137805938721,0.07383325548559752,0.6090086955776272,0.16567936226371344,0.9603201798717224,0.5296690375307935,0.22421053622556295,0.0388914779477115,0.26656702335751903,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,50,287070358,5.64224648475647,0.07671896631259828,0.7102202011059255,0.26067871094198675,0.9353503843952576,0.42942157993132835,0.1955084291267193,0.048126121668865034,0.18578702913574402,12.0,17.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,51,1742754336,5.957864046096802,0.0828475142836362,0.499562144753455,0.1095812963346188,0.9496324971986977,0.5277360925130742,0.18989416212935298,0.02909532624277889,0.30874660414094224,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,52,994158204,6.37665319442749,0.08432991557517075,0.7235150660837323,0.10611889114447864,0.9727140817261988,0.6628712365152277,0.3313515893428931,0.03434135793330089,0.2971782892390336,19.0,10.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,53,1490049239,6.052185773849487,0.06985073666917074,0.7078091522216544,0.11313457863436965,0.9620467652712789,0.5629474306994792,0.2738717123479562,0.03110953917156562,0.2579661791799574,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,54,999229484,5.423487424850464,0.06189760345880158,0.6382545658575263,0.13049984629522937,0.9320306332732237,0.39564140763695094,0.16929406831827648,0.02280385830188525,0.20354348101678926,11.0,18.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,55,28344971,6.1699957847595215,0.08204847103814929,0.6762029799908725,0.10659854270692162,0.9668382975889048,0.5632100618751067,0.26228994090312807,0.02911083859968015,0.2718092823722985,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,56,1266539837,5.548492908477783,0.08379587776439487,0.5176477078616752,0.07447629532511794,0.9495349679113332,0.4619430085322804,0.17357311982102172,0.01769248918146486,0.27067739952979386,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,57,96478470,6.269928693771362,0.08223590511787603,0.5842433390101391,0.11837057344520524,0.9561589239289235,0.5948106964105889,0.24607226357755732,0.034467015090435385,0.3142714177425961,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,58,953383961,6.501658916473389,0.07403223607178457,0.6073671241878713,0.12247654563924942,0.9721380726717209,0.6624667992744141,0.27750206952037787,0.03987220556324908,0.34509252419078734,19.0,10.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,59,183372402,5.911555051803589,0.07856280669594845,0.5398968807637711,0.11324471708739023,0.9584502095088233,0.5963696878245894,0.22624769501722036,0.03394520578046427,0.3361767870269048,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,60,2047789755,6.720418453216553,0.09117780000719665,0.6692032673999136,0.10925434439792678,0.9738092044223378,0.7279863704844531,0.33818644811330995,0.038214352173273465,0.3515855701978698,21.0,8.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,61,1057710077,5.458404541015625,0.10113855891681904,0.6226306157317232,0.11714101294128326,0.9271358184223689,0.3628315075679694,0.15611676788333745,0.019974513562290415,0.18674022612234145,10.0,19.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,62,1213818894,6.1266419887542725,0.07031252450539922,0.6059677282801564,0.101331989215514,0.9561566571342074,0.5285473807708616,0.22582395179590253,0.02637992714673016,0.2763435018282289,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,63,2087364271,5.265265941619873,0.09946749390902167,0.4925768640094745,0.17350888996461952,0.9019868199337684,0.32934148196979657,0.11423226498031862,0.02253392983154855,0.19257528715792935,9.0,20.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,64,2090181924,6.027784824371338,0.08025506910144879,0.7611962658029292,0.18475802179214837,0.9663341728269369,0.5967311450588273,0.29283528843847784,0.04738899587761823,0.2565068607427311,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,65,1745141102,5.9221272468566895,0.0718117057762646,0.587044487442791,0.11506428502199799,0.9598746381791999,0.5632054203567658,0.23233815903987026,0.031648812948679834,0.2992184483682156,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,66,1977169912,5.455672740936279,0.08648113474548702,0.7058117788912946,0.12001596107012855,0.9279648656265547,0.3956469489713908,0.18591365502518709,0.022355115855030076,0.18737817809117366,11.0,18.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,67,816827959,5.687742471694946,0.06791397140248989,0.6606979173139784,0.11757325027213257,0.9373421736456022,0.4290826100033189,0.19756213018666985,0.024513129595262372,0.20700735022138658,12.0,17.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,68,1937066756,5.958472967147827,0.0881462456430746,0.7719258982969144,0.13066301628943033,0.9566180033487235,0.49538390696124157,0.2520313773760715,0.030362169827499376,0.21299035975767067,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,69,1231138120,6.047132730484009,0.1003195504056907,0.35469906849621374,0.10101531445831104,0.9455528702723209,0.561934056626826,0.15280089236660746,0.029741466792156994,0.37939169746806145,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,70,135194935,6.3816258907318115,0.0564764038095545,0.6839119397336373,0.12124435020714248,0.9480507612793938,0.5286574799003961,0.24336232912820346,0.031232014571882887,0.2540631362003098,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,71,213231019,6.328395128250122,0.09086918453753254,0.6560398209672057,0.112224197388398,0.9505511271618793,0.5287590187861204,0.2427266289351337,0.027420369003070714,0.25861202084791585,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,72,1803038838,6.068002223968506,0.08469674784713689,0.7256647035904624,0.096004863735444,0.9664688966671966,0.5967158539478803,0.29384970156461626,0.027090480114977677,0.27577567226828636,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,73,374020484,7.031551122665405,0.07288363900784875,0.5648791228912723,0.12149853602252238,0.9807787334210519,0.7622377670597101,0.29708909161141855,0.046277114343951334,0.4188715611043403,22.0,7.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,74,1243074298,6.563954591751099,0.07477840702651471,0.5583116283076067,0.13725238102455892,0.9608043325960288,0.6280730995345991,0.2456525165773376,0.04105091301398887,0.3413696699432726,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,75,1805121991,5.859625577926636,0.08516912136725967,0.740202358368968,0.11788033287838802,0.9636721222646983,0.4967855274864271,0.24122705760673746,0.02710876972207448,0.2284497001576152,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,76,1067209504,6.098073959350586,0.09136113185052254,0.6930494229816984,0.10678183960745789,0.9506837847663283,0.528816406691823,0.25598180127760783,0.0280477560955067,0.24478684931870848,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,77,1856696675,5.656491279602051,0.08743088023337173,0.6184495136214639,0.08009019684368908,0.9514113919617598,0.42966830845661447,0.18868517924580133,0.017366730500768972,0.22361639871004418,12.0,17.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,78,826341888,5.545957326889038,0.06037095690125125,0.6780407440798881,0.14170668506162637,0.9517679814151037,0.46214293882991797,0.21304445767945032,0.0297026509683651,0.2193958301821026,13.0,16.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,79,167529421,6.062757968902588,0.05644666556378885,0.5892981373023631,0.10581812588441518,0.9676397887850459,0.5630603862577799,0.23392157909553069,0.0301762958806899,0.2989625112815593,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,80,806989554,5.835736513137817,0.07666522757762705,0.4563348669855218,0.09554851246773133,0.9604976845242021,0.5634404327793233,0.19004985385301373,0.02650341425631441,0.34688716466999503,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,81,24805106,6.39089822769165,0.06010444126578681,0.7640940225204063,0.12228106105364787,0.9659262566049768,0.6289405587642158,0.33055099083681955,0.03769847793710067,0.2606910899902957,18.0,11.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,82,1574482610,5.753498792648315,0.06230940944499896,0.7092097132237051,0.14192705094238134,0.9550133366908317,0.49615522102163945,0.23823953320765506,0.033426459732262236,0.22448922808172206,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,83,613936327,5.765871286392212,0.0978034132739952,0.6818169163001907,0.12866795532953237,0.9520017374897993,0.5296803163443479,0.25270770208182636,0.03348294170576902,0.24348967255675244,15.0,14.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,84,1943874087,6.168024063110352,0.055866750633102584,0.6523101990706112,0.09302768170233787,0.9616991555898664,0.5623651195543977,0.2527990367324453,0.026651614777044138,0.28291446804490816,16.0,13.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,85,2099617758,6.281524658203125,0.10140517416418628,0.6338131514652434,0.12193649846121435,0.9563306119796804,0.5948142321020753,0.26323240828778205,0.0366121736640018,0.29496965015029153,17.0,12.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,86,970557677,5.567458152770996,0.08063900990109223,0.7251618364246024,0.11960248902334328,0.9616581184402206,0.4975535254252324,0.24543557876746497,0.028146284791782952,0.22397166186598447,14.0,15.0
"(p=0.750, q=0.950, c=1.000)",0.75,0.95,1.0,87,729259244,6.000255823135376,0.09434707072238936,0.5044204657251607,0.1400809714646026,0.9510572542869273,0.5277382385604965,0.18358651016182773,0.03678691574561083,0.307364812653058,15.0,14.0
